File.accession	File.format	Output.type	Experiment.accession	Assay	Biosample.term.id	Biosample.term.name	Biosample.type	Biosample.organism	Biosample.treatments	Biosample.treatments.amount	Biosample.treatments.duration	Experiment.target	Library.made.from	Library.depleted.in	Library.extraction.method	Library.lysis.method	Library.crosslinking.method	Library.strand.specific	Experiment.date.released	Project	RBNS.protein.concentration	Library.fragmentation.method	Library.size.range	Biological.replicate.s.	Technical.replicate	Read.length	Mapped.read.length	Run.type	Paired.end	Paired.with	Derived.from	Size	Lab	md5sum	dbxrefs	File.download.URL	Assembly	Platform	Controlled.by	File.Status	Restricted	Audit.WARNING	Audit.INTERNAL_ACTION	Audit.NOT_COMPLIANT	Audit.ERROR
ENCFF365NKO	bed narrowPeak	optimal idr thresholded peaks	ENCSR426MDV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MIER1-human	DNA					False	2016-06-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF438RUW, ENCFF601IZU, ENCFF648JAT	150984	ENCODE Processing Pipeline	76edeea358cea581c91fbf496c434e0a		https://www.encodeproject.org/files/ENCFF365NKO/@@download/ENCFF365NKO.bed.gz	hg19			released	NA	antibody characterized with exemption, low read depth, mild to moderate bottlenecking			
ENCFF297JZQ	bed narrowPeak	optimal idr thresholded peaks	ENCSR658WFQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NCOA1-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF017TYA, ENCFF900BSR, ENCFF904VPX	366322	ENCODE Processing Pipeline	d78ea51f6aa867de601e3cf900656fb7		https://www.encodeproject.org/files/ENCFF297JZQ/@@download/ENCFF297JZQ.bed.gz	hg19			released	NA	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF033EBX	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BNW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SIX5-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF066ONU, ENCFF521MOS, ENCFF738BIG	62476	ENCODE Processing Pipeline	097bf841440b7b7f1ef9cb01097fd511		https://www.encodeproject.org/files/ENCFF033EBX/@@download/ENCFF033EBX.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	insufficient read depth	
ENCFF877ANE	bed narrowPeak	optimal idr thresholded peaks	ENCSR162IEM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MYBL2-human	DNA					False	2017-08-25	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF486FET, ENCFF534CIF, ENCFF677IKS	87379	ENCODE Processing Pipeline	5b3373ba623689cbcabf76d230465984		https://www.encodeproject.org/files/ENCFF877ANE/@@download/ENCFF877ANE.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, moderate library complexity, mild to moderate bottlenecking, inconsistent platforms			
ENCFF738TKN	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CTCF-human	DNA		see document	see document		False	2012-05-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF264LXL, ENCFF545EHA, ENCFF595QHF	905102	ENCODE Processing Pipeline	8635b84f3c5785702257302d4b4b8f8a		https://www.encodeproject.org/files/ENCFF738TKN/@@download/ENCFF738TKN.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read length, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF973LDQ	bed narrowPeak	optimal idr thresholded peaks	ENCSR099NCH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF24-human	DNA					False	2016-07-28	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF131ZOO, ENCFF716AIG, ENCFF877PNB	405803	ENCODE Processing Pipeline	5aced2d7e389eb5908524ecfd6ae9e02		https://www.encodeproject.org/files/ENCFF973LDQ/@@download/ENCFF973LDQ.bed.gz	hg19			released	NA	low read depth			
ENCFF002CVM	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DNZ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ATF1-human	DNA		see document	see document		False	2012-05-14	ENCODE	NA	NA	NA		NA	NA	NA		NA			373491	ENCODE Consortium Analysis Working Group	225df5bb216e466ac39f799e1eaa6e61		https://www.encodeproject.org/files/ENCFF002CVM/@@download/ENCFF002CVM.bed.gz	hg19			released	NA	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF706SJZ	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EFP	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF384-human	DNA		see document	see document		False	2012-08-20	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF319WWO, ENCFF722BEI, ENCFF913KLO	354973	ENCODE Processing Pipeline	8b78ea00785bf7a9dc6f64503042fe49		https://www.encodeproject.org/files/ENCFF706SJZ/@@download/ENCFF706SJZ.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF255EOB	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BRS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NR2F2-human	DNA		see document	see document		False	2012-02-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF622IDZ, ENCFF829WNA, ENCFF952DON	359095	ENCODE Processing Pipeline	261091a7cd8dcdf58adf98e3c6d32d2b		https://www.encodeproject.org/files/ENCFF255EOB/@@download/ENCFF255EOB.bed.gz	hg19			released	NA	low read depth, low read length, mild to moderate bottlenecking, inconsistent platforms	biological replicates with identical biosample		
ENCFF421KIV	bed narrowPeak	optimal idr thresholded peaks	ENCSR431XGJ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PYGO2-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	2, 3	NA	NA	NA		NA		ENCFF001TDO, ENCFF078LXS, ENCFF087NBH, ENCFF268LPT	66575	ENCODE Processing Pipeline	0da245067c2c9c95999d81f57436fdd0		https://www.encodeproject.org/files/ENCFF421KIV/@@download/ENCFF421KIV.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth	experiment not submitted to GEO	partially characterized antibody	
ENCFF238MYM	bed narrowPeak	optimal idr thresholded peaks	ENCSR385AHH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF24-human	DNA					False	2016-04-21	ENCODE	NA	NA	NA	2, 3	NA	NA	NA		NA		ENCFF001TDO, ENCFF186JNG, ENCFF420MBN, ENCFF980UAQ	280876	ENCODE Processing Pipeline	e3c5e27d52c123cb162294504181685d		https://www.encodeproject.org/files/ENCFF238MYM/@@download/ENCFF238MYM.bed.gz	hg19			released	NA				
ENCFF967IKR	bed narrowPeak	optimal idr thresholded peaks	ENCSR711SNW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NCOA1-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF109EWV, ENCFF171LJW, ENCFF970QSE	26738	ENCODE Processing Pipeline	599e70697c9787a7d8c4551e5e62263b		https://www.encodeproject.org/files/ENCFF967IKR/@@download/ENCFF967IKR.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, moderate library complexity, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF004WYV	bed narrowPeak	optimal idr thresholded peaks	ENCSR211LTF	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				EGR1-human	DNA					False	2017-05-17	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF343JJX, ENCFF634YJK, ENCFF920IJY	557721	ENCODE Processing Pipeline	f1a92ff86172ca7ec73d6ddfff66ecc4		https://www.encodeproject.org/files/ENCFF004WYV/@@download/ENCFF004WYV.bed.gz	hg19			released	NA	low read depth			
ENCFF966MVC	bed narrowPeak	optimal idr thresholded peaks	ENCSR412CTM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SUZ12-human	DNA					False	2016-06-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF009PGQ, ENCFF107SGI, ENCFF341WWD	45116	ENCODE Processing Pipeline	1567fb3dc23551e8036656e989bcb56f		https://www.encodeproject.org/files/ENCFF966MVC/@@download/ENCFF966MVC.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, low read length, mild to moderate bottlenecking			
ENCFF772QPO	bed narrowPeak	optimal idr thresholded peaks	ENCSR086FZL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				KAT8-human	DNA					False	2016-09-01	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF023FAR, ENCFF671OTI, ENCFF763LNG	44388	ENCODE Processing Pipeline	d43ee2f381e8065adaf48e7520a7473a		https://www.encodeproject.org/files/ENCFF772QPO/@@download/ENCFF772QPO.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, mild to moderate bottlenecking			
ENCFF695CPH	bed narrowPeak	optimal idr thresholded peaks	ENCSR178NTX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-CUX1-human	DNA					False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF010BGE, ENCFF758WOZ, ENCFF813QPT	108206	ENCODE Processing Pipeline	84c3f2ea4e6958d0b457e43c2470ec24		https://www.encodeproject.org/files/ENCFF695CPH/@@download/ENCFF695CPH.bed.gz	hg19			released	NA	control low read depth, missing genetic modification characterization			
ENCFF192BTP	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EZW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	Interferon gamma		6.0 hour	JUN-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF052OWI, ENCFF394RSM, ENCFF436KCV	111175	ENCODE Processing Pipeline	f6d9722fc246ece97dc02a364d78a156		https://www.encodeproject.org/files/ENCFF192BTP/@@download/ENCFF192BTP.bed.gz	hg19			released	NA	control low read depth, borderline replicate concordance, mixed read lengths	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF434QZL	bed narrowPeak	optimal idr thresholded peaks	ENCSR331GDC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZBTB11-human	DNA					False	2016-06-28	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF416FBH, ENCFF429ZJG, ENCFF929FJI	128593	ENCODE Processing Pipeline	4f90e8cc9263cacf63e92bbbf564133f		https://www.encodeproject.org/files/ENCFF434QZL/@@download/ENCFF434QZL.bed.gz	hg19			released	NA	antibody characterized with exemption, low read depth, moderate library complexity, mild to moderate bottlenecking			
ENCFF398TWC	bed narrowPeak	optimal idr thresholded peaks	ENCSR792IYC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				BCLAF1-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF002NNQ, ENCFF039VDD, ENCFF519QDT	39607	ENCODE Processing Pipeline	95c94c1100d8e4fdb273a6e4dda01157		https://www.encodeproject.org/files/ENCFF398TWC/@@download/ENCFF398TWC.bed.gz	hg19			released	NA	borderline replicate concordance, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF470MLY	bed narrowPeak	optimal idr thresholded peaks	ENCSR221GAN	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MBD2-human	DNA					False	2016-06-28	ENCODE	NA	NA	NA	1, 3	NA	NA	NA		NA		ENCFF001TDO, ENCFF649MHK, ENCFF935RWY, ENCFF939VGO	263596	ENCODE Processing Pipeline	4deea444df0f55717f0b9f7d26c0db9b		https://www.encodeproject.org/files/ENCFF470MLY/@@download/ENCFF470MLY.bed.gz	hg19			released	NA	low read depth			
ENCFF549GMO	bed narrowPeak	optimal idr thresholded peaks	ENCSR223MLH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				BRCA1-human	DNA					False	2017-05-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF248TTW, ENCFF302RJE, ENCFF507JPU	18922	ENCODE Processing Pipeline	df978590cd462b0053dd3bfc64f17142		https://www.encodeproject.org/files/ENCFF549GMO/@@download/ENCFF549GMO.bed.gz	hg19			released	NA	borderline replicate concordance, mild to moderate bottlenecking			
ENCFF462FRU	bed narrowPeak	optimal idr thresholded peaks	ENCSR924GXX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PHB2-human	DNA					False	2017-01-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF231LOJ, ENCFF370RBU, ENCFF508MDN	140167	ENCODE Processing Pipeline	1426f48c300e84e812d6c2bc81cb4162		https://www.encodeproject.org/files/ENCFF462FRU/@@download/ENCFF462FRU.bed.gz	hg19			released	NA	low read depth			
ENCFF338HQY	bed narrowPeak	optimal idr thresholded peaks	ENCSR446LAV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				DDX20-human	DNA					False	2016-04-22	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF355OVA, ENCFF390GHC, ENCFF903NXY	158966	ENCODE Processing Pipeline	7a457cf032688b56edd701ad2d8a0330		https://www.encodeproject.org/files/ENCFF338HQY/@@download/ENCFF338HQY.bed.gz	hg19			released	NA	low read depth, moderate library complexity, mild to moderate bottlenecking			
ENCFF861YKK	bed narrowPeak	optimal idr thresholded peaks	ENCSR836COE	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RBM17-human	DNA			SDS	formaldehyde	False	2017-08-17	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF234WHY, ENCFF590AZG, ENCFF625VEV	995	ENCODE Processing Pipeline	3ee133fba8a90d83577284278886088e		https://www.encodeproject.org/files/ENCFF861YKK/@@download/ENCFF861YKK.bed.gz	hg19			released	NA	low read depth, low read length, mild to moderate bottlenecking			
ENCFF906PGD	bed narrowPeak	optimal idr thresholded peaks	ENCSR331BDJ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NKRF-human	DNA					False	2016-09-01	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF104IYR, ENCFF370TMY, ENCFF548XDN	333562	ENCODE Processing Pipeline	1b3b69fc44e232cb151f753a73154afd		https://www.encodeproject.org/files/ENCFF906PGD/@@download/ENCFF906PGD.bed.gz	hg19			released	NA	borderline replicate concordance			
ENCFF992QZV	bed narrowPeak	optimal idr thresholded peaks	ENCSR494TDU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NRF1-human	DNA					False	2014-07-07	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF312EZM, ENCFF477OCU, ENCFF940NRT	622007	ENCODE Processing Pipeline	abd4e1b435d690187f35c0bf71fe5cdb		https://www.encodeproject.org/files/ENCFF992QZV/@@download/ENCFF992QZV.bed.gz	hg19			released	NA	mild to moderate bottlenecking			
ENCFF677OWM	bed narrowPeak	optimal idr thresholded peaks	ENCSR996ESX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NFRKB-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF139EAR, ENCFF630SOG, ENCFF648NVD	149805	ENCODE Processing Pipeline	a3af5e542702471717992287eaae5b71		https://www.encodeproject.org/files/ENCFF677OWM/@@download/ENCFF677OWM.bed.gz	hg19			released	NA	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF344QKL	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EVX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF274-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF479ZWB, ENCFF854CCF, ENCFF904PBE	56693	ENCODE Processing Pipeline	e1dcb354f98030f0cad5ea10cb6b8428		https://www.encodeproject.org/files/ENCFF344QKL/@@download/ENCFF344QKL.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF909LKK	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	IRF1-human	DNA		see document	see document		False	2012-05-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF025ZWJ, ENCFF517QNU, ENCFF920BWA	231075	ENCODE Processing Pipeline	c977d55edfbe570ff2123255d9b82488		https://www.encodeproject.org/files/ENCFF909LKK/@@download/ENCFF909LKK.bed.gz	hg19			released	NA	control low read depth, low read depth, borderline replicate concordance, low read length, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF822FWM	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BKS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				TAF1-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF697OMD, ENCFF713KSL, ENCFF847XRL	317644	ENCODE Processing Pipeline	e0213c493c391ae380358cfc2d5a8490		https://www.encodeproject.org/files/ENCFF822FWM/@@download/ENCFF822FWM.bed.gz	hg19			released	NA	moderate library complexity, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	insufficient read depth, control insufficient read depth, severe bottlenecking	extremely low read depth
ENCFF769GYG	bed narrowPeak	optimal idr thresholded peaks	ENCSR807BGP	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MTA1-human	DNA					False	2017-05-17	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF253PLF, ENCFF387NDE, ENCFF658ZHZ	334404	ENCODE Processing Pipeline	9721f8e11cc0a98b2e92a7ee4f682542		https://www.encodeproject.org/files/ENCFF769GYG/@@download/ENCFF769GYG.bed.gz	hg19			released	NA	borderline replicate concordance			
ENCFF226CZE	bed narrowPeak	optimal idr thresholded peaks	ENCSR552PSV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MCM2-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF322PWJ, ENCFF612RKY, ENCFF834QOU	88714	ENCODE Processing Pipeline	414496a7c317bfc3f9a776d9cde1d3d8		https://www.encodeproject.org/files/ENCFF226CZE/@@download/ENCFF226CZE.bed.gz	hg19			released	NA		experiment not submitted to GEO	partially characterized antibody	
ENCFF549KOD	bed narrowPeak	optimal idr thresholded peaks	ENCSR547LKC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				GATAD2B-human	DNA					False	2017-05-17	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF198CPZ, ENCFF418WIA, ENCFF849HOO	250332	ENCODE Processing Pipeline	4c6d59eb2d9fee9bb959881542988713		https://www.encodeproject.org/files/ENCFF549KOD/@@download/ENCFF549KOD.bed.gz	hg19			released	NA	borderline replicate concordance, mild to moderate bottlenecking			
ENCFF629BFI	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EFS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				JUN-human	DNA		see document	see document		False	2012-08-20	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF182AWR, ENCFF422SBX, ENCFF596KVH	388538	ENCODE Processing Pipeline	5ebab0cfbc3b0ee3b78931c4d1edd480		https://www.encodeproject.org/files/ENCFF629BFI/@@download/ENCFF629BFI.bed.gz	hg19			released	NA	borderline replicate concordance, inconsistent target of control experiment, low read depth, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	insufficient read depth	
ENCFF529FWJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR448UKK	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZKSCAN8-human	DNA					False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF234TBD, ENCFF603LKQ, ENCFF839IXS	176626	ENCODE Processing Pipeline	7207f9b5dcf5b4248227451b79664f04		https://www.encodeproject.org/files/ENCFF529FWJ/@@download/ENCFF529FWJ.bed.gz	hg19			released	NA	missing genetic modification characterization			
ENCFF273TYA	bed narrowPeak	optimal idr thresholded peaks	ENCSR249BHQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF592-human	DNA					False	2017-05-17	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF322TVZ, ENCFF363AAC, ENCFF537WLH	662184	ENCODE Processing Pipeline	c8ba92b030fc5472424b29f32f637dc7		https://www.encodeproject.org/files/ENCFF273TYA/@@download/ENCFF273TYA.bed.gz	hg19			released	NA	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF394IKH	bed narrowPeak	optimal idr thresholded peaks	ENCSR389PWB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZBTB5-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF111ZUY, ENCFF591FNP, ENCFF646ILI	77678	ENCODE Processing Pipeline	765224a8c1770ecdee379605d59b3503		https://www.encodeproject.org/files/ENCFF394IKH/@@download/ENCFF394IKH.bed.gz	hg19			released	NA		experiment not submitted to GEO	partially characterized antibody	
ENCFF954NAJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR764YDL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NR0B1-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF179GKP, ENCFF464TJB, ENCFF531NQP	7023	ENCODE Processing Pipeline	bdc0541201594ebca82f7ad5c31c2cdc		https://www.encodeproject.org/files/ENCFF954NAJ/@@download/ENCFF954NAJ.bed.gz	hg19			released	NA	borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF033KXY	bed narrowPeak	optimal idr thresholded peaks	ENCSR754ZHU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SNRNP70-human	DNA			SDS	formaldehyde	False	2017-02-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF622THV, ENCFF626AAZ, ENCFF769MWV	17570	ENCODE Processing Pipeline	c90f03895f7cadf139446946d20832a2		https://www.encodeproject.org/files/ENCFF033KXY/@@download/ENCFF033KXY.bed.gz	hg19			released	NA	low read depth, low read length			
ENCFF002CYL	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DOD	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				GTF3C2-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA		NA	NA	NA		NA			38890	ENCODE Consortium Analysis Working Group	7838d8b05a9dbfdedb09c34d31bbe8e8		https://www.encodeproject.org/files/ENCFF002CYL/@@download/ENCFF002CYL.bed.gz	hg19			released	NA		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF300XUA	bed narrowPeak	optimal idr thresholded peaks	ENCSR991ELG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SP1-human	DNA					False	2014-07-07	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF103ESU, ENCFF269OJD, ENCFF778OYJ	267916	ENCODE Processing Pipeline	375188392fd2e30179eec9249863ee49		https://www.encodeproject.org/files/ENCFF300XUA/@@download/ENCFF300XUA.bed.gz	hg19			released	NA	low read depth, mild to moderate bottlenecking			
ENCFF776YPS	bed narrowPeak	optimal idr thresholded peaks	ENCSR886RYH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NONO-human	DNA					False	2017-01-31	ENCODE	NA	NA	NA	3, 4	NA	NA	NA		NA		ENCFF001TDO, ENCFF324CAZ, ENCFF433ZFX, ENCFF784OAB	232581	ENCODE Processing Pipeline	5c0614ca3f5ea89ffbd81ad107a5c28e		https://www.encodeproject.org/files/ENCFF776YPS/@@download/ENCFF776YPS.bed.gz	hg19			released	NA	low read depth, moderate library complexity, mild to moderate bottlenecking			
